x,measure_category,m,x_lbl,categ_lbl,age_bin,min_n,corr_metric,data_transform,n_obs
gender_group,Omnibus,0.0027481974908694466,Gender,Respondent,5,250,spearman,none,42574
item_num,Omnibus,0.0019274603736247403,Num. of Items,Measure,5,250,spearman,none,42574
measure_category,Omnibus,0.015803993201399767,Category,Measure,5,250,spearman,none,42574
panel,Omnibus,0.21175424871519327,Panel,Panel,5,250,spearman,none,42574
sample_size,Omnibus,0.011737101086665196,n,Respondent,5,250,spearman,none,42574
scale_type,Omnibus,0.009763168020154539,Scale Type,Measure,5,250,spearman,none,42574
time_diff_mean,Omnibus,0.054672621949102086,Retest Interval,Measure,5,250,spearman,none,42574
age_group,Omnibus,0.1429922066234649,Age,Respondent,5,250,pearson,none,42574
domain_name,Omnibus,0.13895976040193128,Domain,Measure,5,250,pearson,none,42574
gender_group,Omnibus,0.004945959830863065,Gender,Respondent,5,250,pearson,none,42574
item_num,Omnibus,0.001932981758108034,Num. of Items,Measure,5,250,pearson,none,42574
measure_category,Omnibus,0.022332946376248396,Category,Measure,5,250,pearson,none,42574
panel,Omnibus,0.22632559697029875,Panel,Panel,5,250,pearson,none,42574
sample_size,Omnibus,0.013948122436672426,n,Respondent,5,250,pearson,none,42574
scale_type,Omnibus,0.0059068848207155964,Scale Type,Measure,5,250,pearson,none,42574
time_diff_mean,Omnibus,0.06824562662836249,Retest Interval,Measure,5,250,pearson,none,42574
age_group,Omnibus,0.13201107019397576,Age,Respondent,5,250,icc2_1,none,42574
domain_name,Omnibus,0.11138151396181062,Domain,Measure,5,250,icc2_1,none,42574
gender_group,Omnibus,0.007367838696816408,Gender,Respondent,5,250,icc2_1,none,42574
item_num,Omnibus,0.0016134072995138023,Num. of Items,Measure,5,250,icc2_1,none,42574
measure_category,Omnibus,0.014562473687764367,Category,Measure,5,250,icc2_1,none,42574
panel,Omnibus,0.22763956044392808,Panel,Panel,5,250,icc2_1,none,42574
sample_size,Omnibus,0.018739091441913283,n,Respondent,5,250,icc2_1,none,42574
scale_type,Omnibus,0.005882379580162614,Scale Type,Measure,5,250,icc2_1,none,42574
time_diff_mean,Omnibus,0.0814314472230131,Retest Interval,Measure,5,250,icc2_1,none,42574
age_group,Omnibus,0.14074632045658766,Age,Respondent,5,250,spearman,log,42574
domain_name,Omnibus,0.15649350060857165,Domain,Measure,5,250,spearman,log,42574
gender_group,Omnibus,0.0027481974908694466,Gender,Respondent,5,250,spearman,log,42574
item_num,Omnibus,0.0019274603736247403,Num. of Items,Measure,5,250,spearman,log,42574
measure_category,Omnibus,0.015803993201399767,Category,Measure,5,250,spearman,log,42574
panel,Omnibus,0.21175424871519327,Panel,Panel,5,250,spearman,log,42574
sample_size,Omnibus,0.011737101086665196,n,Respondent,5,250,spearman,log,42574
scale_type,Omnibus,0.009763168020154539,Scale Type,Measure,5,250,spearman,log,42574
time_diff_mean,Omnibus,0.054672621949102086,Retest Interval,Measure,5,250,spearman,log,42574
age_group,Omnibus,0.14174892775890063,Age,Respondent,5,250,pearson,log,42574
domain_name,Omnibus,0.143942100144079,Domain,Measure,5,250,pearson,log,42574
gender_group,Omnibus,0.004762160127337602,Gender,Respondent,5,250,pearson,log,42574
item_num,Omnibus,0.0020818786931261508,Num. of Items,Measure,5,250,pearson,log,42574
measure_category,Omnibus,0.024220651513748203,Category,Measure,5,250,pearson,log,42574
panel,Omnibus,0.22604945728955922,Panel,Panel,5,250,pearson,log,42574
sample_size,Omnibus,0.014232920285353123,n,Respondent,5,250,pearson,log,42574
scale_type,Omnibus,0.006457394769036913,Scale Type,Measure,5,250,pearson,log,42574
time_diff_mean,Omnibus,0.06284576169703841,Retest Interval,Measure,5,250,pearson,log,42574
age_group,Omnibus,0.1429922066234649,Age,Respondent,5,250,icc2_1,log,42574
domain_name,Omnibus,0.13895976040193128,Domain,Measure,5,250,icc2_1,log,42574
gender_group,Omnibus,0.004945959830863065,Gender,Respondent,5,250,icc2_1,log,42574
item_num,Omnibus,0.001932981758108034,Num. of Items,Measure,5,250,icc2_1,log,42574
measure_category,Omnibus,0.022332946376248396,Category,Measure,5,250,icc2_1,log,42574
panel,Omnibus,0.22632559697029875,Panel,Panel,5,250,icc2_1,log,42574
sample_size,Omnibus,0.013948122436672426,n,Respondent,5,250,icc2_1,log,42574
scale_type,Omnibus,0.0059068848207155964,Scale Type,Measure,5,250,icc2_1,log,42574
time_diff_mean,Omnibus,0.06824562662836249,Retest Interval,Measure,5,250,icc2_1,log,42574
age_group,Omnibus,0.08877772541381923,Age,Respondent,5,100,spearman,none,83566
domain_name,Omnibus,0.1581121629427824,Domain,Measure,5,100,spearman,none,83566
gender_group,Omnibus,0.002091149019214867,Gender,Respondent,5,100,spearman,none,83566
item_num,Omnibus,0.0019318269379659037,Num. of Items,Measure,5,100,spearman,none,83566
measure_category,Omnibus,0.021861029424836396,Category,Measure,5,100,spearman,none,83566
panel,Omnibus,0.1704363433891014,Panel,Panel,5,100,spearman,none,83566
sample_size,Omnibus,0.005877519722084122,n,Respondent,5,100,spearman,none,83566
scale_type,Omnibus,0.007581867989178539,Scale Type,Measure,5,100,spearman,none,83566
time_diff_mean,Omnibus,0.05046455913734036,Retest Interval,Measure,5,100,spearman,none,83566
age_group,Omnibus,0.0865596763414559,Age,Respondent,5,100,pearson,none,83566
domain_name,Omnibus,0.14764278851979296,Domain,Measure,5,100,pearson,none,83566
gender_group,Omnibus,4.233627374562915e-4,Gender,Respondent,5,100,pearson,none,83566
item_num,Omnibus,0.002055126220321599,Num. of Items,Measure,5,100,pearson,none,83566
measure_category,Omnibus,0.028149635365814225,Category,Measure,5,100,pearson,none,83566
panel,Omnibus,0.18129445671243394,Panel,Panel,5,100,pearson,none,83566
sample_size,Omnibus,0.006816798196995707,n,Respondent,5,100,pearson,none,83566
scale_type,Omnibus,0.004502260274405629,Scale Type,Measure,5,100,pearson,none,83566
time_diff_mean,Omnibus,0.061157025089977606,Retest Interval,Measure,5,100,pearson,none,83566
age_group,Omnibus,0.0777954490557729,Age,Respondent,5,100,icc2_1,none,83566
domain_name,Omnibus,0.1271706951315852,Domain,Measure,5,100,icc2_1,none,83566
gender_group,Omnibus,1.0536576934838101e-4,Gender,Respondent,5,100,icc2_1,none,83566
item_num,Omnibus,0.0017680029814577398,Num. of Items,Measure,5,100,icc2_1,none,83566
measure_category,Omnibus,0.021240139099933913,Category,Measure,5,100,icc2_1,none,83566
panel,Omnibus,0.1835721943541095,Panel,Panel,5,100,icc2_1,none,83566
sample_size,Omnibus,0.00859208243106902,n,Respondent,5,100,icc2_1,none,83566
scale_type,Omnibus,0.007397979873277343,Scale Type,Measure,5,100,icc2_1,none,83566
time_diff_mean,Omnibus,0.068831960729162,Retest Interval,Measure,5,100,icc2_1,none,83566
age_group,Omnibus,0.08877772541381923,Age,Respondent,5,100,spearman,log,83566
domain_name,Omnibus,0.1581121629427824,Domain,Measure,5,100,spearman,log,83566
gender_group,Omnibus,0.002091149019214867,Gender,Respondent,5,100,spearman,log,83566
item_num,Omnibus,0.0019318269379659037,Num. of Items,Measure,5,100,spearman,log,83566
measure_category,Omnibus,0.021861029424836396,Category,Measure,5,100,spearman,log,83566
panel,Omnibus,0.1704363433891014,Panel,Panel,5,100,spearman,log,83566
sample_size,Omnibus,0.005877519722084122,n,Respondent,5,100,spearman,log,83566
scale_type,Omnibus,0.007581867989178539,Scale Type,Measure,5,100,spearman,log,83566
time_diff_mean,Omnibus,0.05046455913734036,Retest Interval,Measure,5,100,spearman,log,83566
age_group,Omnibus,0.08679868902609533,Age,Respondent,5,100,pearson,log,83566
domain_name,Omnibus,0.1505085643878461,Domain,Measure,5,100,pearson,log,83566
gender_group,Omnibus,4.4594882569335396e-4,Gender,Respondent,5,100,pearson,log,83566
item_num,Omnibus,0.002201437947108743,Num. of Items,Measure,5,100,pearson,log,83566
measure_category,Omnibus,0.03019411777129506,Category,Measure,5,100,pearson,log,83566
panel,Omnibus,0.18120260329736512,Panel,Panel,5,100,pearson,log,83566
sample_size,Omnibus,0.006814839658147814,n,Respondent,5,100,pearson,log,83566
scale_type,Omnibus,0.0047235273551644716,Scale Type,Measure,5,100,pearson,log,83566
time_diff_mean,Omnibus,0.056016485667512154,Retest Interval,Measure,5,100,pearson,log,83566
age_group,Omnibus,0.0865596763414559,Age,Respondent,5,100,icc2_1,log,83566
domain_name,Omnibus,0.14764278851979296,Domain,Measure,5,100,icc2_1,log,83566
gender_group,Omnibus,4.233627374562915e-4,Gender,Respondent,5,100,icc2_1,log,83566
item_num,Omnibus,0.002055126220321599,Num. of Items,Measure,5,100,icc2_1,log,83566
measure_category,Omnibus,0.028149635365814225,Category,Measure,5,100,icc2_1,log,83566
panel,Omnibus,0.18129445671243394,Panel,Panel,5,100,icc2_1,log,83566
sample_size,Omnibus,0.006816798196995707,n,Respondent,5,100,icc2_1,log,83566
scale_type,Omnibus,0.004502260274405629,Scale Type,Measure,5,100,icc2_1,log,83566
time_diff_mean,Omnibus,0.061157025089977606,Retest Interval,Measure,5,100,icc2_1,log,83566
age_group,Omnibus,0.07403109028058844,Age,Respondent,5,30,spearman,none,120384
domain_name,Omnibus,0.12854690841351177,Domain,Measure,5,30,spearman,none,120384
gender_group,Omnibus,0.002015027017409813,Gender,Respondent,5,30,spearman,none,120384
item_num,Omnibus,0.001337236293811958,Num. of Items,Measure,5,30,spearman,none,120384
measure_category,Omnibus,0.0347476175475306,Category,Measure,5,30,spearman,none,120384
panel,Omnibus,0.15755916700503428,Panel,Panel,5,30,spearman,none,120384
sample_size,Omnibus,0.001748981159553798,n,Respondent,5,30,spearman,none,120384
scale_type,Omnibus,0.009856208159344692,Scale Type,Measure,5,30,spearman,none,120384
time_diff_mean,Omnibus,0.04829678168182405,Retest Interval,Measure,5,30,spearman,none,120384
age_group,Omnibus,0.07385547204624582,Age,Respondent,5,30,pearson,none,120384
domain_name,Omnibus,0.1239022175929928,Domain,Measure,5,30,pearson,none,120384
gender_group,Omnibus,3.7967034307859513e-4,Gender,Respondent,5,30,pearson,none,120384
item_num,Omnibus,0.001395633969871405,Num. of Items,Measure,5,30,pearson,none,120384
measure_category,Omnibus,0.04222096875913462,Category,Measure,5,30,pearson,none,120384
panel,Omnibus,0.1676536070610696,Panel,Panel,5,30,pearson,none,120384
sample_size,Omnibus,0.002191997296066191,n,Respondent,5,30,pearson,none,120384
scale_type,Omnibus,0.006025790383295743,Scale Type,Measure,5,30,pearson,none,120384
time_diff_mean,Omnibus,0.05705531146318564,Retest Interval,Measure,5,30,pearson,none,120384
age_group,Omnibus,0.06985293386589708,Age,Respondent,5,30,icc2_1,none,120384
domain_name,Omnibus,0.10709498997025438,Domain,Measure,5,30,icc2_1,none,120384
gender_group,Omnibus,9.42985774938316e-5,Gender,Respondent,5,30,icc2_1,none,120384
item_num,Omnibus,0.0010998986100237418,Num. of Items,Measure,5,30,icc2_1,none,120384
measure_category,Omnibus,0.03502006730928219,Category,Measure,5,30,icc2_1,none,120384
panel,Omnibus,0.16834053033122715,Panel,Panel,5,30,icc2_1,none,120384
sample_size,Omnibus,0.0022627367704418293,n,Respondent,5,30,icc2_1,none,120384
scale_type,Omnibus,0.0045076754225121946,Scale Type,Measure,5,30,icc2_1,none,120384
time_diff_mean,Omnibus,0.06152362512732748,Retest Interval,Measure,5,30,icc2_1,none,120384
age_group,Omnibus,0.07403109028058844,Age,Respondent,5,30,spearman,log,120384
domain_name,Omnibus,0.12854690841351177,Domain,Measure,5,30,spearman,log,120384
gender_group,Omnibus,0.002015027017409813,Gender,Respondent,5,30,spearman,log,120384
item_num,Omnibus,0.001337236293811958,Num. of Items,Measure,5,30,spearman,log,120384
measure_category,Omnibus,0.0347476175475306,Category,Measure,5,30,spearman,log,120384
panel,Omnibus,0.15755916700503428,Panel,Panel,5,30,spearman,log,120384
sample_size,Omnibus,0.001748981159553798,n,Respondent,5,30,spearman,log,120384
scale_type,Omnibus,0.009856208159344692,Scale Type,Measure,5,30,spearman,log,120384
time_diff_mean,Omnibus,0.04829678168182405,Retest Interval,Measure,5,30,spearman,log,120384
age_group,Omnibus,0.07304979540087585,Age,Respondent,5,30,pearson,log,120384
domain_name,Omnibus,0.126405171476369,Domain,Measure,5,30,pearson,log,120384
gender_group,Omnibus,4.354284002928827e-4,Gender,Respondent,5,30,pearson,log,120384
item_num,Omnibus,0.0014565800201830814,Num. of Items,Measure,5,30,pearson,log,120384
measure_category,Omnibus,0.04470472838451055,Category,Measure,5,30,pearson,log,120384
panel,Omnibus,0.16710881928687096,Panel,Panel,5,30,pearson,log,120384
sample_size,Omnibus,0.001988517226188153,n,Respondent,5,30,pearson,log,120384
scale_type,Omnibus,0.006484728995233684,Scale Type,Measure,5,30,pearson,log,120384
time_diff_mean,Omnibus,0.052068578465448,Retest Interval,Measure,5,30,pearson,log,120384
age_group,Omnibus,0.07385547204624582,Age,Respondent,5,30,icc2_1,log,120384
domain_name,Omnibus,0.1239022175929928,Domain,Measure,5,30,icc2_1,log,120384
gender_group,Omnibus,3.7967034307859513e-4,Gender,Respondent,5,30,icc2_1,log,120384
item_num,Omnibus,0.001395633969871405,Num. of Items,Measure,5,30,icc2_1,log,120384
measure_category,Omnibus,0.04222096875913462,Category,Measure,5,30,icc2_1,log,120384
panel,Omnibus,0.1676536070610696,Panel,Panel,5,30,icc2_1,log,120384
sample_size,Omnibus,0.002191997296066191,n,Respondent,5,30,icc2_1,log,120384
scale_type,Omnibus,0.006025790383295743,Scale Type,Measure,5,30,icc2_1,log,120384
time_diff_mean,Omnibus,0.05705531146318564,Retest Interval,Measure,5,30,icc2_1,log,120384
