x,measure_category,m,x_lbl,categ_lbl,age_bin,min_n,corr_metric,data_transform,n_obs
panel,fre,0.1558627274856429,Panel,Panel,5,30,icc2_1,none,83893
sample_size,fre,0.004318082697103276,n,Respondent,5,30,icc2_1,none,83893
scale_type,fre,0.006326673203699492,Scale Type,Measure,5,30,icc2_1,none,83893
time_diff_mean,fre,0.06391353392999677,Retest Interval,Measure,5,30,icc2_1,none,83893
age_group,fre,0.10296792414429598,Age,Respondent,5,30,spearman,log,83893
domain_name,fre,0.11966609311666078,NA,NA,5,30,spearman,log,83893
gender_group,fre,9.316954916763141e-4,Gender,Respondent,5,30,spearman,log,83893
panel,fre,0.1518035308650978,Panel,Panel,5,30,spearman,log,83893
sample_size,fre,0.0027695335906128236,n,Respondent,5,30,spearman,log,83893
scale_type,fre,0.00517617304556573,Scale Type,Measure,5,30,spearman,log,83893
time_diff_mean,fre,0.0472358761223803,Retest Interval,Measure,5,30,spearman,log,83893
age_group,fre,0.10594922604521681,Age,Respondent,5,30,pearson,log,83893
domain_name,fre,0.10675935739705238,NA,NA,5,30,pearson,log,83893
gender_group,fre,5.2201419719687707e-5,Gender,Respondent,5,30,pearson,log,83893
panel,fre,0.1623290418414156,Panel,Panel,5,30,pearson,log,83893
sample_size,fre,0.0030376654255666203,n,Respondent,5,30,pearson,log,83893
scale_type,fre,0.002136564545242828,Scale Type,Measure,5,30,pearson,log,83893
time_diff_mean,fre,0.05153773799379379,Retest Interval,Measure,5,30,pearson,log,83893
age_group,fre,0.10558500870953835,Age,Respondent,5,30,icc2_1,log,83893
domain_name,fre,0.10589318664292732,NA,NA,5,30,icc2_1,log,83893
gender_group,fre,6.811797549786114e-5,Gender,Respondent,5,30,icc2_1,log,83893
panel,fre,0.16253832460980075,Panel,Panel,5,30,icc2_1,log,83893
sample_size,fre,0.0031571874755242793,n,Respondent,5,30,icc2_1,log,83893
scale_type,fre,0.0021939360473029377,Scale Type,Measure,5,30,icc2_1,log,83893
time_diff_mean,fre,0.05755062285349193,Retest Interval,Measure,5,30,icc2_1,log,83893
